person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
22,42996,3,3.0,3,3,4800,11.03,0,0.11,1,4,4441
28,99400,2,6.0,4,2,4800,,0,0.05,1,7,26120
25,96720,2,9.0,2,1,18000,7.9,0,0.19,1,4,13850
32,27840,3,3.0,3,5,6000,,0,0.22,2,5,21394
25,30000,3,0.0,2,5,7000,,1,0.23,2,2,7777
27,25200,3,3.0,4,1,6000,7.9,0,0.24,1,5,21383
23,42000,3,0.0,4,2,10000,,0,0.24,1,4,10809
25,50000,3,1.0,4,3,6000,14.79,0,0.12,2,3,6598
23,36000,3,5.0,1,2,7000,10.65,0,0.19,1,2,7772
23,30000,3,7.0,4,2,2500,9.88,0,0.08,1,2,2330
37,21600,3,7.0,4,2,3000,12.18,0,0.14,1,16,29439
41,268000,2,0.0,3,2,24000,10.37,0,0.09,1,11,28995
28,80000,1,2.0,4,3,16000,11.66,0,0.2,2,7,25038
22,28000,3,6.0,4,2,1000,10.25,1,0.04,1,4,1345
23,41000,2,0.0,1,2,4500,10.95,0,0.11,1,4,4544
23,32000,3,0.0,3,1,4000,7.68,0,0.13,1,4,3824
38,60000,2,9.0,2,5,16000,16.35,0,0.27,1,17,30490
25,100000,2,9.0,4,2,25000,11.48,0,0.25,1,3,14143
25,21000,3,0.0,1,2,5175,12.53,0,0.25,1,4,16514
22,10000,3,0.0,4,4,1000,14.74,1,0.1,1,4,878
24,37000,2,2.0,2,2,5000,11.58,0,0.14,1,3,3528
24,30000,1,7.0,4,3,10000,12.61,0,0.33,2,2,16017
27,51000,3,0.0,1,1,10000,7.88,0,0.2,1,5,24298
23,72000,3,3.0,5,2,14400,11.14,0,0.2,1,3,14257
22,91234,2,6.0,3,2,12000,11.83,0,0.13,1,2,13436
36,42000,2,16.0,4,3,12000,,0,0.29,1,15,29803
24,58000,2,8.0,5,1,15700,7.9,0,0.27,1,3,8450
25,28000,2,,4,1,9600,6.03,0,0.34,1,3,1593
25,75000,2,8.0,5,2,12000,11.49,0,0.16,1,3,11644
28,59000,3,2.0,5,3,5000,15.23,1,0.08,1,6,21004
25,72972,2,9.0,3,3,10000,12.99,0,0.14,1,3,11279
28,42000,2,4.0,3,2,10000,10.75,0,0.24,1,9,20566
31,27000,3,7.0,4,1,6000,8.94,1,0.22,1,6,21391
24,85000,2,7.0,1,1,12000,5.99,0,0.14,1,2,12769
22,39600,3,4.0,5,4,3600,17.49,1,0.09,2,3,3564
44,51850,3,7.0,4,4,10000,14.11,1,0.16,1,12,31970
21,27000,3,,5,3,4800,13.49,0,0.18,1,4,4379
24,52000,2,8.0,4,1,14500,7.29,0,0.28,1,4,7237
24,50000,3,8.0,4,4,2000,,0,0.04,1,2,14637
27,73000,2,3.0,5,2,18000,12.69,1,0.25,1,6,25311
27,19200,2,3.0,1,4,1400,16.77,0,0.07,1,6,18171
27,200000,2,6.0,2,1,10000,7.51,0,0.05,1,10,17897
26,48000,2,9.0,3,2,8000,10.59,0,0.17,1,4,6070
24,36708,3,2.0,4,4,3000,15.33,1,0.08,2,3,12870
30,130000,2,14.0,1,2,4000,,0,0.03,1,6,27123
22,28500,3,1.0,2,2,1500,,0,0.05,1,4,1551
20,85920,2,3.0,5,1,12000,8.49,0,0.14,1,2,12944
34,32000,3,0.0,4,1,4500,6.62,0,0.14,1,6,20247
23,18000,3,5.0,3,2,4000,10.99,1,0.22,1,2,3696
21,26785,3,6.0,4,1,9000,7.9,1,0.34,1,4,9777
47,119000,3,5.0,3,1,14250,7.66,0,0.12,1,16,31368
39,200000,2,3.0,3,1,4800,7.49,0,0.02,1,13,29026
26,51996,2,10.0,3,2,1500,9.7,0,0.03,1,3,7166
26,70000,2,10.0,5,2,2500,10.99,0,0.04,1,3,10890
32,120000,3,5.0,1,5,15000,15.68,0,0.13,1,7,18865
22,46610,3,6.0,5,2,18000,10.71,1,0.39,1,3,996
24,33996,3,2.0,2,4,5000,14.96,1,0.15,2,4,16282
28,47000,2,5.0,4,2,9000,12.42,0,0.19,1,8,21194
56,150000,2,5.0,3,2,15000,11.48,0,0.1,1,28,32373
23,40000,3,7.0,1,2,10000,10.36,0,0.25,1,3,17432
31,160000,3,1.0,4,3,7500,11.28,0,0.05,1,7,22642
34,30000,3,5.0,4,1,4200,5.79,0,0.14,1,8,28697
25,69000,2,5.0,3,2,20000,10.75,0,0.29,1,2,10591
51,62046,3,8.0,1,1,8000,,0,0.13,1,30,32282
22,38000,3,0.0,2,1,5000,7.29,0,0.13,1,3,4882
28,72000,1,6.0,4,2,25000,11.11,0,0.35,1,8,24264
23,74000,3,1.0,1,4,15000,15.65,1,0.2,1,2,15581
28,54400,3,0.0,4,4,10200,16.89,1,0.16,1,5,24739
26,33000,2,1.0,5,3,12000,10.91,1,0.36,2,3,3915
24,40000,3,3.0,5,1,4000,5.42,0,0.1,1,2,3898
33,48000,2,7.0,4,1,13800,8.9,0,0.29,1,6,21281
51,52250,3,4.0,1,3,9200,13.61,0,0.18,1,24,32291
25,160000,2,3.0,1,3,20000,13.47,0,0.13,2,2,395
22,82000,2,6.0,5,3,6000,,0,0.07,1,2,12518
28,40000,2,9.0,5,2,19200,9.91,0,0.48,1,6,27787
36,40000,1,2.0,3,1,5000,7.88,0,0.13,1,12,29709
30,10800,1,,2,2,2400,9.99,1,0.22,1,7,17733
22,36996,3,2.0,3,4,18250,14.61,1,0.49,2,2,949
24,50000,3,7.0,1,2,5000,11.36,0,0.1,1,4,5275
25,80000,3,0.0,1,2,16000,9.88,0,0.2,1,2,17529
24,55000,3,8.0,4,1,20000,6.91,1,0.36,1,2,637
38,18000,3,4.0,2,3,3000,13.23,1,0.17,2,14,29435
25,75000,1,6.0,4,1,11000,8.49,0,0.15,1,3,11507
29,77000,3,0.0,2,1,8225,,0,0.11,1,10,23320
26,79200,2,8.0,4,1,6075,6.03,0,0.08,1,2,12080
22,54400,3,6.0,4,4,2500,16.49,1,0.04,2,3,2412
32,32423,3,10.0,4,2,8475,,1,0.26,1,6,20923
28,59160,2,2.0,3,2,23500,,0,0.4,1,6,28159
25,136000,2,1.0,5,3,8000,12.87,0,0.06,1,3,15453
23,69000,2,0.0,2,2,8000,10.95,0,0.12,1,2,10608
27,100000,2,0.0,4,1,5000,8.07,0,0.05,1,10,26283
37,50000,2,0.0,3,1,3200,7.51,0,0.06,1,17,30073
24,49000,3,8.0,2,1,7000,7.49,1,0.14,1,4,16966
22,44000,3,0.0,4,4,12250,15.99,1,0.28,2,2,13259
24,54000,1,8.0,3,2,10000,10.99,0,0.19,1,3,7675
22,72000,3,6.0,2,5,15000,17.19,0,0.21,1,4,16061
27,38400,3,2.0,4,1,7000,7.51,0,0.18,1,6,22242
34,76000,3,4.0,4,2,6000,,0,0.08,1,10,21775
27,24000,1,0.0,1,1,8500,5.42,0,0.35,1,6,27054
24,65000,3,6.0,4,2,32500,9.99,1,0.5,1,3,29
23,60000,1,0.0,3,2,8000,12.53,0,0.13,1,3,17285
32,25000,2,3.0,5,1,11200,7.88,1,0.45,1,5,18576
24,33000,3,1.0,4,6,5000,21.36,1,0.15,1,2,4900
34,32000,2,12.0,4,1,2275,6.17,0,0.07,1,10,28850
29,36000,3,5.0,4,1,3075,5.42,0,0.09,1,5,19517
25,25000,1,,2,1,8500,6.03,0,0.34,1,2,14997
23,22000,3,1.0,2,3,5500,13.04,0,0.25,1,4,5805
21,15360,3,0.0,5,2,1600,12.69,0,0.1,1,3,16006
22,60000,2,1.0,3,1,10000,5.42,0,0.17,1,2,8864
30,68580,3,3.0,1,1,10000,7.88,0,0.15,1,10,24545
22,65000,2,4.0,2,1,9000,9.63,0,0.14,1,3,10118
34,105000,2,2.0,4,1,10000,7.51,0,0.1,1,7,26416
33,153000,2,11.0,1,3,10000,14.79,0,0.07,2,5,27503
26,105000,2,11.0,3,1,5000,8.49,0,0.05,1,3,14356
27,150000,3,2.0,2,2,8000,,0,0.05,1,7,23303
22,32004,2,6.0,2,2,10000,10.83,0,0.31,1,3,2467
27,126000,2,11.0,3,1,5500,7.51,0,0.04,1,9,27092
41,381450,2,10.0,4,3,35000,13.49,0,0.09,2,14,31751
22,58900,3,2.0,4,3,14900,13.57,0,0.25,1,3,1886
25,30000,3,0.0,1,2,12000,11.48,1,0.4,1,4,12212
29,48000,3,6.0,2,2,6025,10.65,0,0.13,1,6,27897
42,101000,2,6.0,5,6,25000,16.15,1,0.25,2,14,32131
22,46800,3,5.0,5,2,2800,10.37,0,0.06,1,3,13324
43,49578,2,11.0,3,3,16000,13.49,0,0.32,2,13,30052
28,170000,2,3.0,4,2,4000,,0,0.02,1,10,27586
34,70000,2,14.0,3,5,14000,16.4,0,0.2,1,6,24036
23,40800,1,,4,1,21000,6.17,0,0.51,1,3,4466
23,28685,3,3.0,5,3,7000,12.73,0,0.24,1,2,7699
22,65000,3,3.0,2,1,5300,6.62,0,0.08,1,3,5738
27,47000,3,1.0,4,2,13000,10.99,0,0.28,1,5,19129
28,225000,2,11.0,2,5,9000,16.95,1,0.04,2,8,28008
21,60000,3,2.0,1,1,5000,8.49,0,0.08,1,2,16427
25,120000,2,9.0,4,2,28000,10.74,0,0.23,1,3,14977
25,22800,3,1.0,4,2,2400,10.36,0,0.11,1,4,2090
26,92400,2,8.0,4,1,14500,7.88,0,0.16,1,4,13493
38,126000,2,3.0,2,4,2400,,0,0.02,2,14,31565
27,40000,1,3.0,3,1,5000,8.59,0,0.13,1,7,20317
22,57996,2,4.0,1,1,21250,6.91,0,0.37,1,4,8433
37,20000,1,2.0,1,2,3000,12.69,0,0.15,1,17,29141
27,30000,3,5.0,3,2,4975,10.37,0,0.17,1,9,28006
31,95000,3,2.0,2,3,2500,13.72,0,0.03,2,10,28547
46,60350,3,3.0,3,1,10000,8.94,0,0.17,1,17,30876
29,62532,3,6.0,3,3,9000,13.49,0,0.14,1,9,28402
25,48000,3,4.0,2,3,8000,14.35,0,0.17,1,2,8927
22,120000,2,6.0,1,1,12000,7.49,0,0.1,1,4,14953
22,42492,3,6.0,5,2,3600,,1,0.08,1,3,3569
27,75000,2,4.0,3,2,20150,11.36,0,0.27,1,6,24594
27,29000,3,4.0,3,1,9750,7.51,1,0.34,1,6,23753
24,65000,2,8.0,1,4,7200,17.58,0,0.11,2,4,9865
21,57000,3,6.0,2,1,4000,7.49,0,0.07,1,4,4009
29,92004,2,12.0,1,2,10000,9.63,0,0.11,1,6,25800
22,35000,3,0.0,2,1,3250,6.54,0,0.09,1,3,3067
25,30000,2,9.0,1,1,3000,,0,0.1,1,4,2129
22,62322,3,7.0,2,2,10000,,0,0.16,1,2,11494
22,42000,3,6.0,4,5,10000,16.32,1,0.24,2,4,11101
26,138000,2,4.0,2,6,18000,16.4,1,0.13,1,3,15667
22,90888,2,5.0,2,3,13200,14.79,0,0.15,1,4,13393
21,30000,3,5.0,2,2,8000,,0,0.27,1,2,8675
24,35364,3,1.0,4,2,20000,12.53,1,0.57,1,4,582
39,47004,3,12.0,4,2,3000,11.49,0,0.06,1,13,29457
21,18000,3,6.0,5,3,1500,12.61,0,0.08,2,2,15132
24,47000,2,9.0,1,3,9600,15.96,0,0.2,1,2,5822
84,94800,2,2.0,3,1,10000,7.51,0,0.11,1,24,32342
28,39000,3,3.0,3,2,5000,10.25,0,0.13,1,7,28210
30,69996,3,0.0,3,2,2000,10.65,0,0.03,1,10,28551
24,85000,3,5.0,4,2,25000,10.62,0,0.29,1,4,253
24,27360,2,5.0,3,1,8000,7.29,0,0.29,1,3,1519
22,56208,2,6.0,5,4,12000,16.29,1,0.21,2,2,9525
33,42000,3,2.0,3,1,4000,6.39,0,0.1,1,9,20087
22,41000,1,0.0,3,1,1000,6.99,0,0.02,1,2,4509
28,150000,2,12.0,2,3,10000,,0,0.07,2,6,27467
33,158000,2,11.0,3,5,15000,16.32,1,0.09,2,5,27583
23,45000,3,2.0,3,2,11200,10.59,0,0.25,1,4,16350
26,105000,1,10.0,4,2,4800,11.71,0,0.05,1,4,14330
25,99473,2,9.0,3,2,8500,11.58,0,0.09,1,2,13969
36,52500,3,,4,1,2250,5.42,0,0.04,1,14,29376
24,90000,2,8.0,2,3,35000,12.68,0,0.39,2,2,13273
32,55600,1,14.0,2,2,8800,9.99,0,0.16,1,6,22424
33,67000,2,6.0,5,2,25000,10.99,0,0.37,1,6,23784
36,58650,2,0.0,4,2,10000,,1,0.14,1,15,30905
28,64600,2,12.0,4,1,5000,8.94,1,0.07,1,9,28656
44,83000,2,2.0,3,4,12000,16.0,1,0.14,2,12,31975
25,150000,2,9.0,5,2,25000,10.25,0,0.17,1,4,16094
24,49232,3,8.0,2,1,8500,6.54,0,0.17,1,4,5365
29,120000,2,10.0,3,1,4700,7.14,0,0.04,1,6,26918
23,66000,2,0.0,3,1,7800,7.88,0,0.12,1,3,10268
28,62000,3,2.0,3,2,3000,9.96,0,0.05,1,9,19458
24,39875,3,7.0,3,4,13300,16.0,1,0.33,2,4,2207
21,48000,3,5.0,3,1,2800,8.9,1,0.06,1,2,13338
35,20000,3,4.0,2,4,6000,15.99,0,0.3,1,5,21353
33,24000,1,2.0,4,2,1875,,0,0.08,1,9,27093
40,35000,2,6.0,1,2,5600,10.65,0,0.16,1,13,29493
31,40000,3,3.0,4,2,2000,10.37,0,0.05,1,7,18900
34,41600,2,16.0,5,1,17500,6.17,0,0.42,1,6,20461
31,36400,2,0.0,1,4,8000,14.46,0,0.22,1,9,19778
29,39000,2,6.0,4,1,7100,8.32,0,0.18,1,5,20084
28,55000,2,7.0,4,1,8000,,0,0.15,1,8,22272
21,110400,1,0.0,3,1,12000,,0,0.11,1,3,14671
22,50500,1,6.0,2,2,6000,11.83,0,0.12,1,2,16261
23,55000,1,5.0,2,2,11000,10.38,0,0.2,1,3,7966
36,90000,1,4.0,4,1,3800,6.03,0,0.04,1,14,31191
25,75000,3,0.0,5,2,20000,10.38,0,0.27,1,2,17171
24,75000,3,0.0,1,5,25000,14.7,1,0.33,2,3,259
24,34320,3,5.0,4,5,14400,16.82,1,0.42,2,3,14198
23,34188,1,,1,1,3200,7.14,0,0.09,1,3,13544
33,25000,2,4.0,2,2,1600,11.36,0,0.06,1,7,18575
26,90000,3,8.0,3,3,7000,13.49,0,0.08,2,3,7976
22,54566,2,6.0,3,2,4000,12.53,0,0.07,1,2,7734
22,52000,3,2.0,2,2,25000,11.11,1,0.48,1,4,135
23,150600,2,3.0,2,1,2400,7.49,0,0.02,1,2,15671
36,69996,3,6.0,1,2,20400,10.37,0,0.29,1,14,29138
23,73000,3,7.0,2,1,15000,7.51,1,0.21,1,2,15552
38,110000,1,6.0,3,3,12000,12.99,0,0.11,2,11,31434
30,98000,3,14.0,3,3,8525,10.78,1,0.09,1,9,23400
23,74758,2,3.0,5,2,11050,10.37,0,0.15,1,3,11420
24,74004,1,2.0,2,4,5000,14.09,0,0.07,1,4,11393
24,40000,3,3.0,1,1,11800,6.92,0,0.29,1,4,12155
23,45000,3,0.0,5,2,7800,12.69,0,0.17,1,4,8528
41,28800,3,0.0,4,3,9600,13.49,1,0.33,1,16,30657
30,62000,2,4.0,3,2,8000,,0,0.13,1,10,23253
29,34000,2,0.0,4,4,10200,17.27,1,0.3,2,5,20177
27,43218,3,11.0,3,3,5300,14.65,0,0.12,2,7,27883
26,100000,2,4.0,2,1,5000,6.92,0,0.05,1,4,14061
24,58000,2,8.0,5,1,3000,5.42,0,0.05,1,4,8468
30,42000,3,0.0,1,2,1850,11.99,0,0.04,1,5,18798
40,96000,2,5.0,4,3,3200,,0,0.03,1,17,31302
24,78000,2,0.0,1,1,2300,,0,0.03,1,4,11931
22,49000,2,6.0,3,1,10000,5.79,1,0.2,1,4,7936
23,85000,2,6.0,2,2,10000,10.99,0,0.12,1,2,12771
31,43000,3,1.0,4,2,5000,9.99,0,0.12,1,10,20674
28,108000,2,4.0,1,3,5000,12.87,0,0.05,1,8,28794
25,40000,3,2.0,2,2,4200,9.63,0,0.1,1,2,10980
22,41838,3,0.0,4,4,6600,16.89,1,0.16,1,3,7403
23,65000,3,7.0,2,2,7000,10.75,0,0.11,1,4,7125
22,27500,3,1.0,1,2,4250,10.99,0,0.15,1,2,10929
26,52000,2,0.0,2,2,3600,11.89,0,0.07,1,2,7315
29,70008,2,8.0,4,1,5000,5.99,0,0.07,1,5,24133
33,140000,2,2.0,4,1,6000,6.76,0,0.04,1,6,27334
22,40000,2,2.0,2,1,10000,6.03,0,0.25,1,3,4075
23,45504,3,2.0,3,3,14500,,1,0.32,1,3,14362
31,81000,2,15.0,4,1,7200,9.63,0,0.09,1,8,25092
28,60000,3,2.0,1,2,12000,9.91,0,0.2,1,10,25150
23,80000,2,1.0,2,2,15000,9.88,0,0.19,1,4,12304
37,95000,2,10.0,4,3,3250,13.35,0,0.03,1,13,31276
41,100000,3,3.0,3,2,12000,10.74,0,0.12,1,14,31180
30,100000,2,11.0,1,4,16000,16.49,0,0.16,2,9,26169
36,55000,2,13.0,2,1,3000,,0,0.05,1,14,30273
45,123000,3,2.0,2,6,14000,,1,0.11,1,17,31359
27,55000,3,11.0,1,1,3000,7.68,0,0.05,1,7,19437
21,65496,2,3.0,1,2,13250,10.37,0,0.2,1,4,10184
21,60000,3,5.0,2,2,10000,12.18,0,0.17,1,2,11415
22,87000,3,4.0,2,2,10000,11.26,0,0.11,1,3,11821
31,47700,3,2.0,4,2,12000,11.99,0,0.25,1,6,28511
24,77350,2,2.0,4,4,25000,15.7,1,0.27,2,3,14283
28,30000,2,3.0,4,3,6000,13.98,0,0.2,2,8,18982
27,70000,2,3.0,4,1,5200,7.51,0,0.07,1,10,23971
23,45000,2,6.0,4,2,5600,11.71,0,0.12,1,3,5299
25,96000,3,5.0,4,2,15000,11.58,0,0.16,1,4,1841
22,93000,3,1.0,4,4,3600,16.77,1,0.04,2,3,3605
24,40000,3,0.0,2,1,4850,6.62,0,0.12,1,2,4546
28,54000,3,9.0,1,1,6000,5.42,0,0.11,1,5,21625
23,42000,3,0.0,1,3,5000,,1,0.12,1,3,17248
23,55000,3,1.0,4,1,8000,5.42,0,0.15,1,4,9017
26,33600,3,4.0,4,4,3300,15.65,0,0.1,1,4,3076
21,45000,3,0.0,2,3,4000,,0,0.09,1,3,11479
50,118000,3,16.0,2,3,24250,13.92,1,0.21,1,12,29094
26,50000,2,10.0,3,1,10000,7.51,0,0.2,1,3,6723
26,60000,2,3.0,2,2,20000,10.74,0,0.33,1,4,8912
23,62000,2,7.0,5,2,6400,10.08,0,0.1,1,2,9491
22,80000,2,4.0,3,1,7250,,0,0.09,1,3,12232
34,90000,3,15.0,1,2,15000,11.12,0,0.17,1,5,27469
25,78000,2,4.0,5,2,2400,11.86,0,0.03,1,4,11985
23,19250,3,1.0,4,5,6250,16.82,1,0.32,2,4,7041
27,175000,2,11.0,4,1,11500,7.51,0,0.07,1,7,27602
24,120000,3,4.0,4,3,10000,13.61,0,0.08,1,2,17215
23,39000,3,1.0,3,2,12000,10.99,1,0.31,1,2,16909
23,87000,3,2.0,2,2,18000,11.89,0,0.21,1,2,1056
31,49000,3,2.0,4,2,3850,9.62,0,0.08,1,6,19936
44,39000,3,2.0,4,2,12000,11.14,1,0.31,1,15,31075
25,80004,2,0.0,5,1,3600,7.49,0,0.04,1,4,12375
25,96000,2,4.0,1,2,10925,12.69,0,0.11,1,4,13750
29,60000,2,0.0,2,2,2400,10.75,0,0.04,1,9,22980
25,88140,2,5.0,2,3,15000,13.49,0,0.17,2,3,13119
24,85000,3,0.0,4,3,15000,13.11,0,0.18,1,3,15614
23,50400,1,7.0,2,4,7000,15.99,0,0.14,1,2,6943
27,52000,3,3.0,3,2,12250,11.36,0,0.24,1,5,25617
36,72000,2,3.0,1,1,8000,6.92,0,0.11,1,16,31992
37,36000,2,7.0,2,1,9000,7.49,0,0.25,1,17,29551
23,55200,2,2.0,5,2,2000,11.86,0,0.04,1,3,8099
32,78000,3,0.0,1,3,13000,12.87,0,0.17,2,10,25943
33,71000,2,10.0,4,1,10000,5.79,0,0.14,1,9,24166
23,57600,3,5.0,4,3,7500,13.85,0,0.13,1,3,8352
27,27000,1,1.0,1,1,6000,8.0,0,0.22,1,6,26743
43,68000,2,2.0,3,3,7000,12.61,0,0.1,1,11,30711
22,74000,2,6.0,2,1,4000,7.51,1,0.05,1,3,12148
32,188000,2,0.0,2,2,10000,10.71,1,0.05,1,7,27651
22,24432,3,0.0,2,2,2000,11.36,0,0.08,1,4,1810
27,68808,2,2.0,1,3,20000,,0,0.29,2,6,23884
29,42000,3,0.0,1,4,5000,14.96,1,0.12,2,5,28080
32,25000,3,9.0,5,2,3700,9.91,0,0.15,1,6,19911
30,52500,2,14.0,2,1,10000,9.63,1,0.19,1,8,22712
24,72000,2,4.0,1,1,17000,,0,0.24,1,4,11087
25,75000,3,5.0,3,4,6400,15.99,0,0.09,2,2,7616
22,40000,2,1.0,3,5,8000,16.0,0,0.2,2,3,4381
25,60000,2,2.0,3,2,6900,9.99,0,0.12,1,2,17384
28,55000,3,7.0,2,1,1500,7.37,0,0.03,1,8,18761
42,39996,2,2.0,4,1,2500,5.42,0,0.06,1,12,29673
26,95000,2,10.0,1,2,5000,9.88,0,0.05,1,2,13691
26,24500,3,4.0,2,2,8875,10.0,1,0.36,1,3,17460
34,195000,2,14.0,1,3,6000,14.27,0,0.03,1,8,27636
23,88000,3,7.0,3,1,9600,5.79,0,0.11,1,3,10295
25,23000,3,,4,4,8000,14.46,1,0.35,2,2,8591
24,54400,3,4.0,4,2,2500,11.14,1,0.04,1,2,16525
52,83200,3,0.0,5,3,8000,15.96,0,0.1,2,30,32284
29,228000,2,11.0,5,4,35000,14.91,1,0.15,1,8,17824
25,30720,3,6.0,4,2,10000,10.37,1,0.33,1,3,16114
27,86000,2,6.0,4,2,4500,10.37,0,0.05,1,6,25428
24,50000,3,4.0,4,2,5600,,0,0.11,1,4,5972
25,141996,2,0.0,3,1,14000,7.51,0,0.1,1,3,15528
30,65000,2,3.0,1,4,20000,16.77,0,0.31,2,6,23485
31,80000,3,0.0,4,1,10000,8.59,0,0.13,1,6,24646
30,60000,2,0.0,4,1,6000,8.94,0,0.1,1,8,23054
64,105000,3,8.0,4,5,20000,18.64,0,0.19,1,30,32162
30,50000,3,6.0,4,3,10000,,0,0.2,1,5,24271
25,63000,2,6.0,1,6,11000,,0,0.17,2,3,9611
31,160000,3,8.0,1,3,3600,15.23,0,0.02,2,9,28839
24,50004,3,5.0,2,1,4000,7.88,0,0.08,1,2,3978
36,85000,3,4.0,3,1,9600,7.51,0,0.11,1,15,30678
23,16000,1,7.0,3,1,2000,6.39,0,0.13,1,3,354
22,24000,3,3.0,3,3,1000,12.84,0,0.04,2,3,16725
30,48996,2,5.0,4,3,5000,15.23,0,0.1,2,5,21453
22,60000,2,2.0,3,1,10000,,0,0.17,1,4,8907
26,40224,2,0.0,3,1,7000,7.4,0,0.17,1,2,4426
22,56920,2,6.0,1,4,10000,14.59,1,0.18,2,2,9597
34,48989,1,10.0,4,1,2400,7.14,0,0.05,1,7,28643
22,85200,3,6.0,1,4,20000,15.65,1,0.23,2,4,813
23,55200,2,1.0,3,5,15250,15.68,1,0.28,1,2,9353
37,88296,2,8.0,4,2,15000,10.14,0,0.17,1,14,31178
27,68000,1,11.0,3,1,20000,7.9,0,0.29,1,9,23817
21,55000,3,3.0,2,2,4800,11.12,0,0.09,1,4,4494
28,67000,2,3.0,1,2,14400,9.88,0,0.21,1,10,23777
24,35000,2,,4,2,7775,,0,0.22,1,2,2967
28,32200,3,2.0,2,4,9000,13.99,1,0.28,2,7,23489
27,35000,3,11.0,1,1,10000,8.49,0,0.29,1,6,23889
24,31000,2,8.0,4,1,8000,5.42,0,0.26,1,4,2242
42,36000,3,0.0,4,3,11000,11.97,1,0.31,2,16,30972
28,144000,3,12.0,3,2,10000,9.99,0,0.07,1,5,20486
23,73000,2,7.0,2,3,7500,13.22,0,0.1,2,2,11318
36,60000,2,2.0,2,3,8000,13.92,0,0.13,1,15,30495
24,49200,3,8.0,1,3,10000,13.49,0,0.2,1,3,11115
31,32000,2,0.0,4,3,2000,13.61,0,0.06,2,6,19193
23,57850,2,8.0,2,2,4000,10.99,0,0.07,1,2,8429
30,46044,3,4.0,4,2,5000,,0,0.11,1,9,20697
24,33500,3,5.0,4,3,2000,13.8,1,0.06,1,2,14521
25,39000,3,4.0,4,1,4000,7.88,0,0.1,1,4,3888
28,69000,2,9.0,4,2,4000,9.91,0,0.06,1,6,23890
26,21600,3,0.0,5,2,5000,9.99,0,0.23,1,4,9220
23,52780,2,2.0,3,1,8000,7.51,0,0.15,1,2,7366
28,30000,3,5.0,3,2,5825,9.99,0,0.19,1,9,21325
35,39000,2,5.0,4,2,15000,10.99,0,0.38,1,9,20060
32,56256,2,2.0,3,1,6500,6.17,0,0.12,1,5,22509
31,40000,1,2.0,2,2,2200,,0,0.06,1,7,20204
28,95000,2,5.0,2,3,12000,13.11,0,0.13,1,9,25927
22,32001,3,4.0,1,4,6000,,0,0.19,2,3,6286
31,35142,3,,1,2,8000,11.11,0,0.23,1,6,22824
28,80000,3,3.0,4,3,17000,13.85,0,0.21,2,8,18537
26,40000,1,0.0,2,2,15000,9.64,0,0.38,1,4,16666
25,44004,3,3.0,4,4,12000,15.31,1,0.27,2,3,2718
26,140000,2,5.0,4,4,13050,14.59,0,0.09,2,3,15512
25,46000,3,5.0,2,2,7000,10.25,0,0.15,1,3,7893
28,36000,2,1.0,3,4,1400,15.37,0,0.04,2,9,19753
25,25920,3,0.0,1,2,2300,11.11,0,0.09,1,2,16026
36,72000,2,4.0,4,2,13000,,0,0.18,1,13,30805
38,45600,3,5.0,1,4,9000,16.29,0,0.2,2,13,30621
29,52000,3,9.0,1,1,10000,8.0,0,0.19,1,6,28231
25,60000,2,3.0,1,1,7000,,0,0.12,1,3,9024
23,115000,2,1.0,1,1,8000,8.49,0,0.07,1,4,14784
24,72400,2,4.0,4,3,35000,13.99,0,0.48,1,4,11255
28,60000,2,6.0,2,2,15000,11.99,0,0.25,1,5,28645
23,60000,3,3.0,2,5,10000,,0,0.17,1,2,11422
23,60000,1,8.0,2,1,20000,7.49,0,0.33,1,3,8810
24,54000,2,8.0,3,4,1500,14.42,1,0.03,2,4,16044
30,55000,2,0.0,3,3,6000,12.99,0,0.11,2,6,22289
21,85000,3,2.0,1,2,15000,10.95,0,0.18,1,3,15615
23,60000,3,1.0,4,2,3000,10.25,0,0.05,1,4,2847
33,62050,2,17.0,4,4,20000,,1,0.27,2,8,25374
37,52000,3,0.0,1,3,14000,13.16,0,0.27,1,11,31315
30,50000,1,5.0,2,1,5000,7.14,0,0.1,1,7,21651
24,108000,2,1.0,4,3,18000,12.53,0,0.17,2,3,14505
27,27000,3,6.0,5,4,10000,15.62,1,0.37,1,6,23803
25,75500,2,10.0,4,4,6000,14.74,1,0.07,2,4,14190
35,62000,2,9.0,4,2,13000,9.25,1,0.21,1,10,23838
35,158000,1,14.0,2,2,10000,9.63,0,0.06,1,10,27536
29,40000,3,2.0,1,4,7000,14.91,1,0.17,2,8,28844
23,44000,2,8.0,3,2,15000,12.18,1,0.34,1,3,6811
30,21996,3,4.0,4,2,7500,10.37,1,0.34,1,9,22480
27,204000,2,3.0,4,4,25000,15.31,0,0.12,2,6,17865
33,96000,3,14.0,1,1,20000,7.88,0,0.21,1,10,18321
36,93000,3,1.0,4,3,12000,13.48,0,0.13,1,13,32083
28,59000,3,0.0,4,5,6500,16.35,1,0.11,1,7,22023
24,60000,2,9.0,3,1,5000,7.88,0,0.08,1,4,9045
32,45000,2,6.0,4,1,6400,7.49,0,0.14,1,9,28526
